cmd,created_at,fit_points_id,fitness,hit_count,points_id,source
"vote ( DT ( max_depth = 200 , min_samples_split = 0.1 ) ; voting = hard )",2026-02-16T14:25:42,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( NB ( var_smoothing = 1e-7 ) , XGB ( n_estimators = 100 ) )",2026-02-16T14:25:42,"(127912421856560, 127912421855504)","(0.3883928571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( XGB ( n_estimators = 10 , max_depth = 3 ) , SVM ( C = 50 , kernel = linear ) )",2026-02-16T14:25:42,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , criterion = entropy ) ; final_estimator = KNN )",2026-02-16T14:25:42,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 100 , max_depth = 2 ) , GB ( learning_rate = 50 ) , LR ( C = 0.5 ) )",2026-02-16T14:25:42,"(127912421856560, 127912421855504)","(0.4151785714285714,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 2 , min_samples_leaf = 50 ) )",2026-02-16T14:25:42,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , criterion = log_loss ) ; final_estimator = DT )",2026-02-16T14:25:42,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 1 , max_depth = 100 ) , KNN ( n_neighbors = 2 ) , KNN ( n_neighbors = 200 ) , SVM ( kernel = rbf ) , KNN ( n_neighbors = 200 ) , GB ( n_estimators = 3 , learning_rate = 1.0 ) , XGB ( n_estimators = 5 , max_depth = 5 ) )",2026-02-16T14:25:42,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 50 , max_depth = 200 ) , LR ( penalty = l2 ) )",2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 1 ) ; final_estimator = NB ),2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3348214285714286,)",1,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 10 , max_depth = 100 ) ; n_estimators = 1 )",2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3973214285714286,)",0,"(127912421854544, 127912421854832)",gui
stack ( NB ( var_smoothing = 1e-9 ) ; n_estimators = 10 ),2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , criterion = entropy , min_samples_split = 0.3 ) ; final_estimator = RF )",2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 100 ) )",2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( criterion = log_loss ) ; voting = soft ),2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_leaf = 0.3 ) ; voting = soft )",2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3392857142857143,)",3,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , criterion = entropy , min_samples_split = 0.2 ) ; final_estimator = NB )",2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , criterion = entropy , min_samples_split = 0.4 ) ; final_estimator = KNN )",2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 50 ) ; n_estimators = 1 )",2026-02-16T14:25:43,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( XGB ( n_estimators = 5 , max_depth = 2 ) , RF ( max_depth = 10 ) , KNN ( n_neighbors = 10 ) ; voting = soft )",2026-02-16T14:25:44,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 50 ) )",2026-02-16T14:25:44,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 100 ) ; final_estimator = XGB ),2026-02-16T14:25:44,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( GB ( n_estimators = 5 ) , RF ( max_depth = 1 ) ; n_estimators = 10 )",2026-02-16T14:25:45,"(127912421856560, 127912421855504)","(0.3303571428571429,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy ) , NB ( var_smoothing = 1e-8 ) , RF ( n_estimators = 200 ) , NB ( var_smoothing = 1e-9 ) ; final_estimator = KNN )",2026-02-16T14:25:46,"(127912421856560, 127912421855504)","(0.3705357142857143,)",1,"(127912421854544, 127912421854832)",gui
vote ( RF ( max_depth = 1 ) ; n_estimators = 5 ),2026-02-16T14:25:46,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , criterion = entropy , min_samples_split = 200 ) ; final_estimator = RF )",2026-02-16T14:25:46,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_leaf = 0.3 ) ; final_estimator = LR )",2026-02-16T14:25:46,"(127912421856560, 127912421855504)","(0.3392857142857143,)",2,"(127912421854544, 127912421854832)",gui
"bag ( LR ( C = 1.0 , max_iter = 3 ) )",2026-02-16T14:25:46,"(127912421856560, 127912421855504)","(0.3973214285714286,)",2,"(127912421854544, 127912421854832)",gui
bag ( XGB ( max_depth = 1 ) ),2026-02-16T14:25:47,"(127912421856560, 127912421855504)","(0.3392857142857143,)",271,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 0.4 ) , NB ( var_smoothing = 1e-7 ) , RF ( n_estimators = 100 , max_depth = 2 ) ; voting = soft )",2026-02-16T14:25:47,"(127912421856560, 127912421855504)","(0.3705357142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 3 ) , RF ( max_depth = 3 ) , KNN ( n_neighbors = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:25:47,"(127912421856560, 127912421855504)","(0.3303571428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , criterion = log_loss , min_samples_split = 0.2 ) ; voting = soft )",2026-02-16T14:25:47,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 50 , max_depth = 3 ) , GB ( learning_rate = 1.0 ) , DT ( max_depth = 50 , min_samples_leaf = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:25:47,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( GB ( n_estimators = 5 ) , RF ( max_depth = 5 ) ; n_estimators = 10 )",2026-02-16T14:25:48,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 0.5 ) , KNN ( n_neighbors = 1 ) , RF ( n_estimators = 50 , max_depth = 50 ) , GB ( n_estimators = 10 , learning_rate = 10 ) , DT ( max_depth = 3 ) ; final_estimator = KNN )",2026-02-16T14:25:48,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
stack ( KNN ( n_neighbors = 200 ) ; final_estimator = KNN ),2026-02-16T14:25:48,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , criterion = log_loss , min_samples_split = 3 ) )",2026-02-16T14:25:48,"(127912421856560, 127912421855504)","(0.4732142857142857,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 100 , min_samples_split = 50 ) ; n_estimators = 200 )",2026-02-16T14:25:48,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"bag ( XGB ( n_estimators = 1 , max_depth = 1 ) ; voting = hard )",2026-02-16T14:25:49,"(127912421856560, 127912421855504)","(0.3392857142857143,)",13,"(127912421854544, 127912421854832)",gui
"bag ( XGB ( n_estimators = 2 , max_depth = 10 ) )",2026-02-16T14:25:50,"(127912421856560, 127912421855504)","(0.4107142857142857,)",6,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 0.4 ) , NB ( var_smoothing = 1e-7 ) , GB ( n_estimators = 2 ) ; n_estimators = 10 )",2026-02-16T14:25:50,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( XGB ( n_estimators = 2 , max_depth = 100 ) ; final_estimator = DT )",2026-02-16T14:25:50,"(127912421856560, 127912421855504)","(0.4241071428571429,)",0,"(127912421854544, 127912421854832)",gui
vote ( SVM ( kernel = linear ) ),2026-02-16T14:25:50,"(127912421856560, 127912421855504)","(0.4196428571428571,)",4,"(127912421854544, 127912421854832)",gui
vote ( NB ( var_smoothing = 1e-9 ) ; n_estimators = 100 ),2026-02-16T14:25:50,"(127912421856560, 127912421855504)","(0.3705357142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( DT ( criterion = entropy ) , RF ( max_depth = 10 ) , KNN ( n_neighbors = 1 ) , RF ( n_estimators = 50 , max_depth = 50 ) , GB ( n_estimators = 10 , learning_rate = 10 ) ; n_estimators = 5 )",2026-02-16T14:25:50,"(127912421856560, 127912421855504)","(0.40625,)",0,"(127912421854544, 127912421854832)",gui
"stack ( NB ( var_smoothing = 1e-7 ) , RF ( n_estimators = 3 ) , RF ( max_depth = 3 ) , GB ( n_estimators = 1 , learning_rate = 10 ) , LR ( C = 10 ) ; n_estimators = 1 )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , criterion = entropy , min_samples_split = 0.5 ) , KNN ( n_neighbors = 200 ) , RF ( n_estimators = 10 , max_depth = 50 ) ; voting = soft )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 2 ) , GB ( n_estimators = 50 ) , RF ( n_estimators = 100 ) )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 1.0 ) , NB ( var_smoothing = 1e-9 ) )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = entropy , min_samples_split = 2 ) ; final_estimator = XGB )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 2 , min_samples_split = 2 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3125,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 5 , min_samples_leaf = 0.3 ) ; n_estimators = 200 )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_split = 0.1 ) ; n_estimators = 2 )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3392857142857143,)",2,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 2 ) ; voting = soft )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.4776785714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_split = 0.1 ) ; final_estimator = DT )",2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3392857142857143,)",8,"(127912421854544, 127912421854832)",gui
stack ( LR ( penalty = elasticnet ) ; n_estimators = 2 ),2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.4107142857142857,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( max_depth = 1 ) ; final_estimator = DT ),2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( criterion = entropy ) ; n_estimators = 100 ),2026-02-16T14:25:51,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
vote ( XGB ( max_depth = 50 ) ),2026-02-16T14:25:52,"(127912421856560, 127912421855504)","(0.4375,)",3,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , criterion = entropy , min_samples_split = 0.3 ) ; voting = hard )",2026-02-16T14:25:52,"(127912421856560, 127912421855504)","(0.3348214285714286,)",1,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 1 ) ; final_estimator = KNN ),2026-02-16T14:25:52,"(127912421856560, 127912421855504)","(0.3348214285714286,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_leaf = 1 ) ; final_estimator = DT )",2026-02-16T14:25:52,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 200 , max_depth = 1 ) ; voting = soft )",2026-02-16T14:25:52,"(127912421856560, 127912421855504)","(0.3482142857142857,)",1,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 1 ) , XGB ( n_estimators = 2 , max_depth = 5 ) , XGB ( n_estimators = 1 , max_depth = 50 ) , NB ( var_smoothing = 1e-8 ) , XGB ( n_estimators = 3 ) ; voting = hard )",2026-02-16T14:25:52,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
vote ( DT ( criterion = log_loss ) ; n_estimators = 5 ),2026-02-16T14:25:52,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( max_depth = 3 ) , LR ( C = 50 , max_iter = 5 ) , NB ( var_smoothing = 1e-8 ) ; final_estimator = KNN )",2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 3 ) , GB ( learning_rate = 1.0 ) , DT ( max_depth = 10 , min_samples_leaf = 0.4 ) , RF ( n_estimators = 1 ) )",2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.3928571428571429,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 200 , min_samples_leaf = 2 ) ; final_estimator = SVM )",2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.4285714285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 200 , criterion = entropy ) ; n_estimators = 2 )",2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( KNN ( n_neighbors = 3 ) , GB ( n_estimators = 100 ) , XGB ( max_depth = 100 ) )",2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"ada ( DT ( max_depth = 50 , criterion = log_loss ) )",2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.5089285714285714,)",1,"(127912421854544, 127912421854832)",gui
stack ( DT ( criterion = entropy ) ; n_estimators = 10 ),2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 1 , criterion = gini ) )",2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.3392857142857143,)",20,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 100 , criterion = gini , min_samples_split = 0.4 ) ; n_estimators = 5 )",2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.3392857142857143,)",2,"(127912421854544, 127912421854832)",gui
stack ( KNN ( n_neighbors = 2 ) ; final_estimator = KNN ),2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
vote ( SVM ( kernel = linear ) ; final_estimator = RF ),2026-02-16T14:25:53,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 1 , learning_rate = 50 ) , XGB ( max_depth = 2 ) , DT ( max_depth = 2 , min_samples_leaf = 0.2 ) )",2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( max_depth = 1 ) ),2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",8,"(127912421854544, 127912421854832)",gui
stack ( DT ( max_depth = 2 ) ; final_estimator = RF ),2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",2,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , criterion = entropy , min_samples_split = 0.2 ) ; final_estimator = LR )",2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , criterion = entropy ) ; final_estimator = DT )",2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
vote ( LR ( C = 100 ) ),2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.4151785714285714,)",4,"(127912421854544, 127912421854832)",gui
"ada ( DT ( max_depth = 200 , min_samples_leaf = 2 ) ; final_estimator = DT )",2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.4553571428571429,)",2,"(127912421854544, 127912421854832)",gui
stack ( SVM ( kernel = poly ) ; voting = hard ),2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_leaf = 5 ) ; n_estimators = 50 )",2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
ada ( RF ( max_depth = 200 ) ),2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3883928571428571,)",3,"(127912421854544, 127912421854832)",gui
bag ( KNN ( n_neighbors = 200 ) ; final_estimator = GB ),2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3705357142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 50 , max_depth = 3 ) , GB ( n_estimators = 2 ) , DT ( max_depth = 50 , min_samples_leaf = 0.4 ) , RF ( n_estimators = 50 ) , LR ( C = 10 ) )",2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , criterion = entropy , min_samples_split = 0.3 ) , RF ( n_estimators = 1 ) , LR ( penalty = elasticnet ) ; n_estimators = 200 )",2026-02-16T14:25:54,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( max_depth = 5 ) , GB ( n_estimators = 50 ) ; n_estimators = 50 )",2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 10 , criterion = entropy ) ; n_estimators = 50 )",2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 50 ) )",2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( n_estimators = 1 ) ),2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.4732142857142857,)",1,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_leaf = 0.4 ) , RF ( n_estimators = 1 , max_depth = 2 ) , RF ( max_depth = 2 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 50 , criterion = gini ) ; voting = soft )",2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.4776785714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 200 ) ; n_estimators = 1 )",2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 50 , min_samples_split = 0.5 ) , RF ( n_estimators = 200 , max_depth = 1 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.3214285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 1 , learning_rate = 50 ) , XGB ( n_estimators = 1 ) )",2026-02-16T14:25:55,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 100 , max_depth = 50 ) ; final_estimator = KNN )",2026-02-16T14:25:56,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 100 ) ; n_estimators = 10 ),2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_leaf = 100 ) ; n_estimators = 200 )",2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 10 , criterion = entropy , min_samples_split = 0.3 ) ; final_estimator = RF )",2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 5 , min_samples_leaf = 0.5 ) ; n_estimators = 50 )",2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.59375,)",0,"(127912421854544, 127912421854832)",gui
vote ( RF ( max_depth = 1 ) ; n_estimators = 3 ),2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_leaf = 50 ) ; voting = hard )",2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.3392857142857143,)",7,"(127912421854544, 127912421854832)",gui
vote ( RF ( n_estimators = 2 ) ; final_estimator = LR ),2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.4285714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( NB ( var_smoothing = 1e-7 ) , RF ( n_estimators = 200 , max_depth = 10 ) , LR ( penalty = l2 ) , RF ( n_estimators = 100 , max_depth = 50 ) , RF ( max_depth = 100 ) )",2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( n_estimators = 1 ) ; voting = hard ),2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.4732142857142857,)",0,"(127912421854544, 127912421854832)",gui
"bag ( DT ( max_depth = 50 , min_samples_leaf = 0.4 ) )",2026-02-16T14:25:57,"(127912421856560, 127912421855504)","(0.40625,)",2,"(127912421854544, 127912421854832)",gui
"ada ( LR ( C = 50 , max_iter = 200 ) ; n_estimators = 200 )",2026-02-16T14:25:58,"(127912421856560, 127912421855504)","(0.4196428571428571,)",0,"(127912421854544, 127912421854832)",gui
"bag ( GB ( n_estimators = 3 , learning_rate = 50 ) ; final_estimator = XGB )",2026-02-16T14:25:58,"(127912421856560, 127912421855504)","(0.6517857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_leaf = 0.2 ) ; final_estimator = LR )",2026-02-16T14:25:58,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( GB ( n_estimators = 1 ) , RF ( max_depth = 1 ) ; n_estimators = 10 )",2026-02-16T14:25:58,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 1.0 , max_iter = 10 ) , LR ( C = 200 ) , XGB ( n_estimators = 3 , max_depth = 100 ) )",2026-02-16T14:25:58,"(127912421856560, 127912421855504)","(0.4151785714285714,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 10 ) ; final_estimator = KNN ),2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
vote ( XGB ( n_estimators = 10 ) ; n_estimators = 10 ),2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 5 , min_samples_leaf = 0.3 ) ; n_estimators = 2 )",2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 100 ) , RF ( n_estimators = 50 ) , GB ( n_estimators = 1 , learning_rate = 1.0 ) , GB ( n_estimators = 200 , learning_rate = 1.0 ) , DT ( max_depth = 50 , min_samples_leaf = 0.4 ) , RF ( n_estimators = 200 , max_depth = 5 ) , NB ( var_smoothing = 1e-7 ) )",2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
vote ( XGB ( max_depth = 3 ) ; voting = soft ),2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.3794642857142857,)",1,"(127912421854544, 127912421854832)",gui
"vote ( XGB ( n_estimators = 2 , max_depth = 3 ) , LR ( C = 0.5 , max_iter = 5 ) , XGB ( max_depth = 50 ) )",2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.3928571428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_leaf = 0.3 ) ; n_estimators = 1 )",2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( criterion = log_loss ) , DT ( max_depth = 50 , min_samples_leaf = 200 ) , RF ( n_estimators = 3 , max_depth = 2 ) , XGB ( n_estimators = 5 , max_depth = 5 ) )",2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
